seed,alpha,gamma,epsilon,n_successes,n_successes_last_10_trials
1,0.8,0.9,0.6,39,3
1,0.8,0.9,0.7,35,2
1,0.8,0.9,0.8,31,3
1,0.8,0.9,0.9,27,3
1,0.8,0.9,1,20,2
1,0.8,1,0.1,41,1
1,0.8,1,0.2,35,3
1,0.8,1,0.3,37,6
1,0.8,1,0.4,45,7
1,0.8,1,0.5,42,4
1,0.8,1,0.6,35,2
1,0.8,1,0.7,27,0
1,0.8,1,0.8,24,1
1,0.8,1,0.9,31,2
1,0.8,1,1,21,5
1,0.9,0.1,0.1,91,9
1,0.9,0.1,0.2,92,10
1,0.9,0.1,0.3,87,9
1,0.9,0.1,0.4,80,7
1,0.9,0.1,0.5,76,8
1,0.9,0.1,0.6,59,3
1,0.9,0.1,0.7,44,0
1,0.9,0.1,0.8,34,3
1,0.9,0.1,0.9,25,4
1,0.9,0.1,1,18,2
1,0.9,0.2,0.1,90,10
1,0.9,0.2,0.2,87,8
1,0.9,0.2,0.3,89,10
1,0.9,0.2,0.4,73,9
1,0.9,0.2,0.5,68,7
1,0.9,0.2,0.6,61,6
1,0.9,0.2,0.7,49,5
1,0.9,0.2,0.8,35,3
1,0.9,0.2,0.9,24,4
1,0.9,0.2,1,24,1
1,0.9,0.3,0.1,91,10
1,0.9,0.3,0.2,87,9
1,0.9,0.3,0.3,76,9
1,0.9,0.3,0.4,75,6
1,0.9,0.3,0.5,72,8
1,0.9,0.3,0.6,56,6
1,0.9,0.3,0.7,41,5
1,0.9,0.3,0.8,40,5
1,0.9,0.3,0.9,23,2
1,0.9,0.3,1,17,0
1,0.9,0.4,0.1,89,9
1,0.9,0.4,0.2,82,9
1,0.9,0.4,0.3,81,8
1,0.9,0.4,0.4,78,8
1,0.9,0.4,0.5,68,9
1,0.9,0.4,0.6,53,5
1,0.9,0.4,0.7,43,1
1,0.9,0.4,0.8,37,4
1,0.9,0.4,0.9,42,2
1,0.9,0.4,1,18,2
1,0.9,0.5,0.1,89,10
1,0.9,0.5,0.2,85,9
1,0.9,0.5,0.3,77,9
1,0.9,0.5,0.4,69,6
1,0.9,0.5,0.5,64,6
1,0.9,0.5,0.6,53,7
1,0.9,0.5,0.7,47,5
1,0.9,0.5,0.8,35,2
1,0.9,0.5,0.9,31,2
1,0.9,0.5,1,21,5
1,0.9,0.6,0.1,90,9
1,0.9,0.6,0.2,79,10
1,0.9,0.6,0.3,79,9
1,0.9,0.6,0.4,68,9
1,0.9,0.6,0.5,54,7
1,0.9,0.6,0.6,46,4
1,0.9,0.6,0.7,51,2
1,0.9,0.6,0.8,29,4
1,0.9,0.6,0.9,26,3
1,0.9,0.6,1,19,4
1,0.9,0.7,0.1,78,8
1,0.9,0.7,0.2,88,10
1,0.9,0.7,0.3,70,8
1,0.9,0.7,0.4,56,6
1,0.9,0.7,0.5,50,2
1,0.9,0.7,0.6,46,6
1,0.9,0.7,0.7,41,5
1,0.9,0.7,0.8,32,5
1,0.9,0.7,0.9,27,2
1,0.9,0.7,1,20,3
1,0.9,0.8,0.1,77,9
1,0.9,0.8,0.2,71,7
1,0.9,0.8,0.3,63,8
1,0.9,0.8,0.4,53,5
1,0.9,0.8,0.5,49,4
1,0.9,0.8,0.6,40,6
1,0.9,0.8,0.7,40,4
1,0.9,0.8,0.8,28,1
1,0.9,0.8,0.9,24,2
1,0.9,0.8,1,14,1
1,0.9,0.9,0.1,57,5
1,0.9,0.9,0.2,43,5
1,0.9,0.9,0.3,53,5
1,0.9,0.9,0.4,43,4
1,0.9,0.9,0.5,43,6
1,0.9,0.9,0.6,32,3
1,0.9,0.9,0.7,36,5
1,0.9,0.9,0.8,30,3
1,0.9,0.9,0.9,21,3
1,0.9,0.9,1,18,0
1,0.9,1,0.1,54,4
1,0.9,1,0.2,41,4
1,0.9,1,0.3,35,3
1,0.9,1,0.4,38,2
1,0.9,1,0.5,32,3
1,0.9,1,0.6,36,4
1,0.9,1,0.7,24,2
1,0.9,1,0.8,23,2
1,0.9,1,0.9,24,4
1,0.9,1,1,30,2
1,1,0.1,0.1,91,10
1,1,0.1,0.2,88,7
1,1,0.1,0.3,85,9
1,1,0.1,0.4,76,6
1,1,0.1,0.5,71,8
1,1,0.1,0.6,58,3
1,1,0.1,0.7,41,4
1,1,0.1,0.8,26,5
1,1,0.1,0.9,30,3
1,1,0.1,1,24,3
1,1,0.2,0.1,92,10
1,1,0.2,0.2,85,10
1,1,0.2,0.3,85,9
1,1,0.2,0.4,72,8
1,1,0.2,0.5,63,7
1,1,0.2,0.6,60,8
1,1,0.2,0.7,50,4
1,1,0.2,0.8,31,3
1,1,0.2,0.9,24,2
1,1,0.2,1,21,3
1,1,0.3,0.1,90,9
1,1,0.3,0.2,93,10
1,1,0.3,0.3,81,8
1,1,0.3,0.4,71,5
1,1,0.3,0.5,63,6
1,1,0.3,0.6,61,7
1,1,0.3,0.7,35,1
1,1,0.3,0.8,33,5
1,1,0.3,0.9,22,2
1,1,0.3,1,17,4
1,1,0.4,0.1,86,10
1,1,0.4,0.2,83,9
1,1,0.4,0.3,85,9
1,1,0.4,0.4,67,5
1,1,0.4,0.5,71,8
1,1,0.4,0.6,62,9
1,1,0.4,0.7,43,5
1,1,0.4,0.8,35,3
1,1,0.4,0.9,29,2
1,1,0.4,1,24,5
1,1,0.5,0.1,79,9
1,1,0.5,0.2,85,10
1,1,0.5,0.3,76,5
1,1,0.5,0.4,72,8
1,1,0.5,0.5,71,7
1,1,0.5,0.6,56,6
1,1,0.5,0.7,49,6
1,1,0.5,0.8,34,3
1,1,0.5,0.9,33,4
1,1,0.5,1,25,4
1,1,0.6,0.1,86,9
1,1,0.6,0.2,74,8
1,1,0.6,0.3,71,7
1,1,0.6,0.4,76,9
1,1,0.6,0.5,60,5
1,1,0.6,0.6,57,3
1,1,0.6,0.7,49,5
1,1,0.6,0.8,31,0
1,1,0.6,0.9,38,2
1,1,0.6,1,17,1
1,1,0.7,0.1,75,7
1,1,0.7,0.2,72,9
1,1,0.7,0.3,61,5
1,1,0.7,0.4,55,5
1,1,0.7,0.5,50,5
1,1,0.7,0.6,48,4
1,1,0.7,0.7,38,4
1,1,0.7,0.8,25,0
1,1,0.7,0.9,14,1
1,1,0.7,1,24,3
1,1,0.8,0.1,76,8
1,1,0.8,0.2,64,3
1,1,0.8,0.3,60,5
1,1,0.8,0.4,52,5
1,1,0.8,0.5,47,7
1,1,0.8,0.6,43,3
1,1,0.8,0.7,31,3
1,1,0.8,0.8,28,6
1,1,0.8,0.9,22,3
1,1,0.8,1,17,2
1,1,0.9,0.1,60,5
1,1,0.9,0.2,49,6
1,1,0.9,0.3,51,6
1,1,0.9,0.4,43,4
1,1,0.9,0.5,40,2
1,1,0.9,0.6,36,2
1,1,0.9,0.7,27,3
1,1,0.9,0.8,21,0
1,1,0.9,0.9,21,2
1,1,0.9,1,21,2
1,1,1,0.1,48,1
1,1,1,0.2,33,3
1,1,1,0.3,34,4
1,1,1,0.4,32,2
1,1,1,0.5,33,4
1,1,1,0.6,25,2
1,1,1,0.7,24,3
1,1,1,0.8,23,3
1,1,1,0.9,19,2
1,1,1,1,19,2
2,0.1,0.1,0.1,91,10
2,0.1,0.1,0.2,92,9
2,0.1,0.1,0.3,88,7
2,0.1,0.1,0.4,79,7
2,0.1,0.1,0.5,75,8
2,0.1,0.1,0.6,62,8
2,0.1,0.1,0.7,49,4
2,0.1,0.1,0.8,48,7
2,0.1,0.1,0.9,25,1
2,0.1,0.1,1,15,1
2,0.1,0.2,0.1,90,9
2,0.1,0.2,0.2,91,10
2,0.1,0.2,0.3,87,10
2,0.1,0.2,0.4,76,8
2,0.1,0.2,0.5,69,4
2,0.1,0.2,0.6,56,4
2,0.1,0.2,0.7,44,3
2,0.1,0.2,0.8,34,3
2,0.1,0.2,0.9,34,2
2,0.1,0.2,1,22,5
2,0.1,0.3,0.1,89,10
2,0.1,0.3,0.2,84,8
2,0.1,0.3,0.3,85,8
2,0.1,0.3,0.4,75,10
2,0.1,0.3,0.5,68,4
2,0.1,0.3,0.6,61,6
2,0.1,0.3,0.7,53,8
2,0.1,0.3,0.8,34,3
2,0.1,0.3,0.9,25,1
2,0.1,0.3,1,20,3
2,0.1,0.4,0.1,92,9
2,0.1,0.4,0.2,86,10
2,0.1,0.4,0.3,90,9
2,0.1,0.4,0.4,73,8
2,0.1,0.4,0.5,72,7
2,0.1,0.4,0.6,51,4
2,0.1,0.4,0.7,46,6
2,0.1,0.4,0.8,39,4
2,0.1,0.4,0.9,33,4
2,0.1,0.4,1,25,3
2,0.1,0.5,0.1,89,10
2,0.1,0.5,0.2,93,9
2,0.1,0.5,0.3,86,9
2,0.1,0.5,0.4,76,9
2,0.1,0.5,0.5,64,6
2,0.1,0.5,0.6,59,4
2,0.1,0.5,0.7,51,5
2,0.1,0.5,0.8,34,4
2,0.1,0.5,0.9,36,4
2,0.1,0.5,1,17,2
2,0.1,0.6,0.1,90,9
2,0.1,0.6,0.2,91,10
2,0.1,0.6,0.3,81,10
2,0.1,0.6,0.4,78,5
2,0.1,0.6,0.5,64,9
2,0.1,0.6,0.6,58,4
2,0.1,0.6,0.7,39,4
2,0.1,0.6,0.8,33,5
2,0.1,0.6,0.9,29,2
2,0.1,0.6,1,25,2
2,0.1,0.7,0.1,90,10
2,0.1,0.7,0.2,90,9
2,0.1,0.7,0.3,73,6
2,0.1,0.7,0.4,84,7
2,0.1,0.7,0.5,64,7
2,0.1,0.7,0.6,52,4
2,0.1,0.7,0.7,44,4
2,0.1,0.7,0.8,35,2
2,0.1,0.7,0.9,29,2
2,0.1,0.7,1,22,4
2,0.1,0.8,0.1,95,9
2,0.1,0.8,0.2,89,10
2,0.1,0.8,0.3,78,8
2,0.1,0.8,0.4,69,7
2,0.1,0.8,0.5,64,6
2,0.1,0.8,0.6,63,7
2,0.1,0.8,0.7,42,4
2,0.1,0.8,0.8,33,3
2,0.1,0.8,0.9,25,1
2,0.1,0.8,1,24,2
2,0.1,0.9,0.1,82,8
2,0.1,0.9,0.2,70,7
2,0.1,0.9,0.3,90,9
2,0.1,0.9,0.4,75,8
2,0.1,0.9,0.5,65,7
2,0.1,0.9,0.6,54,8
2,0.1,0.9,0.7,53,2
2,0.1,0.9,0.8,23,4
2,0.1,0.9,0.9,35,4
2,0.1,0.9,1,19,2
2,0.1,1,0.1,75,8
2,0.1,1,0.2,75,8
2,0.1,1,0.3,73,5
2,0.1,1,0.4,72,6
2,0.1,1,0.5,59,7
2,0.1,1,0.6,59,7
2,0.1,1,0.7,35,3
2,0.1,1,0.8,36,3
2,0.1,1,0.9,37,3
2,0.1,1,1,27,3
2,0.2,0.1,0.1,89,10
2,0.2,0.1,0.2,85,9
2,0.2,0.1,0.3,84,9
2,0.2,0.1,0.4,72,9
2,0.2,0.1,0.5,66,5
2,0.2,0.1,0.6,61,7
2,0.2,0.1,0.7,56,8
2,0.2,0.1,0.8,39,2
2,0.2,0.1,0.9,30,2
2,0.2,0.1,1,15,1
2,0.2,0.2,0.1,93,10
2,0.2,0.2,0.2,90,9
2,0.2,0.2,0.3,85,9
2,0.2,0.2,0.4,75,8
2,0.2,0.2,0.5,68,8
2,0.2,0.2,0.6,58,4
2,0.2,0.2,0.7,43,3
2,0.2,0.2,0.8,45,6
2,0.2,0.2,0.9,27,2
2,0.2,0.2,1,26,2
2,0.2,0.3,0.1,95,10
2,0.2,0.3,0.2,87,10
2,0.2,0.3,0.3,89,10
2,0.2,0.3,0.4,80,8
2,0.2,0.3,0.5,72,8
2,0.2,0.3,0.6,55,7
2,0.2,0.3,0.7,44,3
2,0.2,0.3,0.8,35,3
2,0.2,0.3,0.9,29,2
2,0.2,0.3,1,17,2
2,0.2,0.4,0.1,88,9
2,0.2,0.4,0.2,93,9
2,0.2,0.4,0.3,85,8
2,0.2,0.4,0.4,76,5
2,0.2,0.4,0.5,69,5
2,0.2,0.4,0.6,60,7
2,0.2,0.4,0.7,56,5
2,0.2,0.4,0.8,28,3
2,0.2,0.4,0.9,25,2
2,0.2,0.4,1,22,3
2,0.2,0.5,0.1,93,10
2,0.2,0.5,0.2,95,10
2,0.2,0.5,0.3,78,6
2,0.2,0.5,0.4,74,4
2,0.2,0.5,0.5,66,6
2,0.2,0.5,0.6,55,0
2,0.2,0.5,0.7,44,3
2,0.2,0.5,0.8,34,1
2,0.2,0.5,0.9,30,2
2,0.2,0.5,1,20,2
2,0.2,0.6,0.1,90,10
2,0.2,0.6,0.2,86,9
2,0.2,0.6,0.3,79,9
2,0.2,0.6,0.4,70,7
2,0.2,0.6,0.5,60,9
2,0.2,0.6,0.6,47,5
2,0.2,0.6,0.7,38,2
2,0.2,0.6,0.8,45,4
2,0.2,0.6,0.9,18,3
2,0.2,0.6,1,19,1
2,0.2,0.7,0.1,91,10
2,0.2,0.7,0.2,69,10
2,0.2,0.7,0.3,77,7
2,0.2,0.7,0.4,80,8
2,0.2,0.7,0.5,53,5
2,0.2,0.7,0.6,50,3
2,0.2,0.7,0.7,47,4
2,0.2,0.7,0.8,40,4
2,0.2,0.7,0.9,35,1
2,0.2,0.7,1,11,1
2,0.2,0.8,0.1,84,9
2,0.2,0.8,0.2,79,7
2,0.2,0.8,0.3,86,9
2,0.2,0.8,0.4,75,7
2,0.2,0.8,0.5,62,8
2,0.2,0.8,0.6,51,7
2,0.2,0.8,0.7,34,3
2,0.2,0.8,0.8,35,2
2,0.2,0.8,0.9,30,1
2,0.2,0.8,1,17,2
2,0.2,0.9,0.1,73,10
2,0.2,0.9,0.2,88,10
2,0.2,0.9,0.3,84,8
2,0.2,0.9,0.4,65,4
2,0.2,0.9,0.5,63,8
2,0.2,0.9,0.6,58,3
2,0.2,0.9,0.7,39,4
2,0.2,0.9,0.8,33,5
2,0.2,0.9,0.9,21,3
2,0.2,0.9,1,20,2
2,0.2,1,0.1,89,7
2,0.2,1,0.2,42,4
2,0.2,1,0.3,82,10
2,0.2,1,0.4,74,6
2,0.2,1,0.5,63,4
2,0.2,1,0.6,48,4
2,0.2,1,0.7,42,3
2,0.2,1,0.8,27,2
2,0.2,1,0.9,28,3
2,0.2,1,1,25,3
2,0.3,0.1,0.1,94,10
2,0.3,0.1,0.2,91,9
2,0.3,0.1,0.3,84,9
2,0.3,0.1,0.4,73,4
2,0.3,0.1,0.5,66,5
2,0.3,0.1,0.6,54,5
2,0.3,0.1,0.7,41,3
2,0.3,0.1,0.8,29,2
2,0.3,0.1,0.9,31,4
2,0.3,0.1,1,24,1
2,0.3,0.2,0.1,90,10
2,0.3,0.2,0.2,86,10
2,0.3,0.2,0.3,85,9
2,0.3,0.2,0.4,79,9
2,0.3,0.2,0.5,67,6
2,0.3,0.2,0.6,61,6
2,0.3,0.2,0.7,47,4
2,0.3,0.2,0.8,34,4
2,0.3,0.2,0.9,25,3
2,0.3,0.2,1,14,1
2,0.3,0.3,0.1,93,10
2,0.3,0.3,0.2,89,9
2,0.3,0.3,0.3,88,9
2,0.3,0.3,0.4,80,10
2,0.3,0.3,0.5,68,5
2,0.3,0.3,0.6,55,7
2,0.3,0.3,0.7,44,8
2,0.3,0.3,0.8,35,5
2,0.3,0.3,0.9,29,3
2,0.3,0.3,1,20,3
2,0.3,0.4,0.1,91,9
2,0.3,0.4,0.2,88,9
2,0.3,0.4,0.3,86,6
2,0.3,0.4,0.4,81,8
2,0.3,0.4,0.5,70,8
2,0.3,0.4,0.6,48,8
2,0.3,0.4,0.7,41,4
2,0.3,0.4,0.8,44,4
2,0.3,0.4,0.9,27,1
2,0.3,0.4,1,20,2
2,0.3,0.5,0.1,89,8
2,0.3,0.5,0.2,85,10
2,0.3,0.5,0.3,81,9
2,0.3,0.5,0.4,74,9
2,0.3,0.5,0.5,78,9
2,0.3,0.5,0.6,62,6
2,0.3,0.5,0.7,40,5
2,0.3,0.5,0.8,34,6
2,0.3,0.5,0.9,23,1
2,0.3,0.5,1,13,3
2,0.3,0.6,0.1,90,6
2,0.3,0.6,0.2,92,9
2,0.3,0.6,0.3,73,9
2,0.3,0.6,0.4,73,7
2,0.3,0.6,0.5,67,7
2,0.3,0.6,0.6,40,5
2,0.3,0.6,0.7,42,5
2,0.3,0.6,0.8,42,3
2,0.3,0.6,0.9,28,4
2,0.3,0.6,1,26,2
2,0.3,0.7,0.1,87,9
2,0.3,0.7,0.2,83,9
2,0.3,0.7,0.3,72,5
2,0.3,0.7,0.4,68,8
2,0.3,0.7,0.5,64,8
2,0.3,0.7,0.6,56,4
2,0.3,0.7,0.7,35,4
2,0.3,0.7,0.8,35,3
2,0.3,0.7,0.9,20,1
2,0.3,0.7,1,23,3
2,0.3,0.8,0.1,94,10
2,0.3,0.8,0.2,90,8
2,0.3,0.8,0.3,83,9
2,0.3,0.8,0.4,69,5
2,0.3,0.8,0.5,51,6
2,0.3,0.8,0.6,50,4
2,0.3,0.8,0.7,44,2
2,0.3,0.8,0.8,32,4
2,0.3,0.8,0.9,31,2
2,0.3,0.8,1,23,3
2,0.3,0.9,0.1,55,5
2,0.3,0.9,0.2,81,7
2,0.3,0.9,0.3,79,7
2,0.3,0.9,0.4,66,7
2,0.3,0.9,0.5,61,6
2,0.3,0.9,0.6,36,2
2,0.3,0.9,0.7,35,3
2,0.3,0.9,0.8,35,1
2,0.3,0.9,0.9,30,2
2,0.3,0.9,1,18,1
2,0.3,1,0.1,83,6
2,0.3,1,0.2,85,8
2,0.3,1,0.3,85,8
2,0.3,1,0.4,70,7
2,0.3,1,0.5,53,6
2,0.3,1,0.6,44,4
2,0.3,1,0.7,45,5
2,0.3,1,0.8,38,2
2,0.3,1,0.9,28,2
2,0.3,1,1,27,1
2,0.4,0.1,0.1,87,10
2,0.4,0.1,0.2,94,10
2,0.4,0.1,0.3,84,10
2,0.4,0.1,0.4,83,10
2,0.4,0.1,0.5,68,5
2,0.4,0.1,0.6,49,4
2,0.4,0.1,0.7,49,6
2,0.4,0.1,0.8,43,6
2,0.4,0.1,0.9,14,0
2,0.4,0.1,1,16,4
2,0.4,0.2,0.1,93,10
2,0.4,0.2,0.2,95,10
2,0.4,0.2,0.3,78,7
2,0.4,0.2,0.4,71,9
2,0.4,0.2,0.5,63,7
2,0.4,0.2,0.6,62,8
2,0.4,0.2,0.7,54,3
2,0.4,0.2,0.8,31,7
2,0.4,0.2,0.9,28,2
2,0.4,0.2,1,15,1
2,0.4,0.3,0.1,88,10
2,0.4,0.3,0.2,84,9
2,0.4,0.3,0.3,83,10
2,0.4,0.3,0.4,84,9
2,0.4,0.3,0.5,67,6
2,0.4,0.3,0.6,57,7
2,0.4,0.3,0.7,42,2
2,0.4,0.3,0.8,38,4
2,0.4,0.3,0.9,26,2
2,0.4,0.3,1,20,2
2,0.4,0.4,0.1,90,10
2,0.4,0.4,0.2,84,10
2,0.4,0.4,0.3,83,8
2,0.4,0.4,0.4,74,10
2,0.4,0.4,0.5,68,9
2,0.4,0.4,0.6,55,9
2,0.4,0.4,0.7,52,8
2,0.4,0.4,0.8,35,2
2,0.4,0.4,0.9,34,4
2,0.4,0.4,1,22,2
2,0.4,0.5,0.1,90,10
2,0.4,0.5,0.2,85,8
2,0.4,0.5,0.3,88,8
2,0.4,0.5,0.4,75,9
2,0.4,0.5,0.5,60,4
2,0.4,0.5,0.6,48,4
2,0.4,0.5,0.7,49,4
2,0.4,0.5,0.8,37,3
2,0.4,0.5,0.9,33,4
2,0.4,0.5,1,22,1
2,0.4,0.6,0.1,90,9
2,0.4,0.6,0.2,81,9
2,0.4,0.6,0.3,81,7
2,0.4,0.6,0.4,74,7
2,0.4,0.6,0.5,52,6
2,0.4,0.6,0.6,49,5
2,0.4,0.6,0.7,51,6
2,0.4,0.6,0.8,34,6
2,0.4,0.6,0.9,26,3
2,0.4,0.6,1,26,3
2,0.4,0.7,0.1,87,8
2,0.4,0.7,0.2,80,10
2,0.4,0.7,0.3,73,7
2,0.4,0.7,0.4,81,8
2,0.4,0.7,0.5,58,7
2,0.4,0.7,0.6,52,5
2,0.4,0.7,0.7,50,5
2,0.4,0.7,0.8,34,5
2,0.4,0.7,0.9,25,2
2,0.4,0.7,1,21,2
2,0.4,0.8,0.1,88,8
2,0.4,0.8,0.2,86,10
2,0.4,0.8,0.3,80,9
2,0.4,0.8,0.4,67,6
2,0.4,0.8,0.5,60,5
2,0.4,0.8,0.6,53,6
2,0.4,0.8,0.7,51,6
2,0.4,0.8,0.8,29,3
2,0.4,0.8,0.9,27,4
2,0.4,0.8,1,14,1
2,0.4,0.9,0.1,90,9
2,0.4,0.9,0.2,83,9
2,0.4,0.9,0.3,70,6
2,0.4,0.9,0.4,74,8
2,0.4,0.9,0.5,69,8
2,0.4,0.9,0.6,51,2
2,0.4,0.9,0.7,49,6
2,0.4,0.9,0.8,35,3
2,0.4,0.9,0.9,15,0
2,0.4,0.9,1,20,1
2,0.4,1,0.1,55,8
2,0.4,1,0.2,79,10
2,0.4,1,0.3,62,7
2,0.4,1,0.4,69,3
2,0.4,1,0.5,58,2
2,0.4,1,0.6,43,4
2,0.4,1,0.7,46,3
2,0.4,1,0.8,28,4
2,0.4,1,0.9,19,1
2,0.4,1,1,24,1
2,0.5,0.1,0.1,86,9
2,0.5,0.1,0.2,91,9
2,0.5,0.1,0.3,83,8
2,0.5,0.1,0.4,90,9
2,0.5,0.1,0.5,66,9
2,0.5,0.1,0.6,64,7
2,0.5,0.1,0.7,43,5
2,0.5,0.1,0.8,34,6
2,0.5,0.1,0.9,29,2
2,0.5,0.1,1,20,1
2,0.5,0.2,0.1,89,10
2,0.5,0.2,0.2,87,10
2,0.5,0.2,0.3,81,8
2,0.5,0.2,0.4,78,9
2,0.5,0.2,0.5,66,6
2,0.5,0.2,0.6,58,6
2,0.5,0.2,0.7,44,7
2,0.5,0.2,0.8,34,4
2,0.5,0.2,0.9,31,4
2,0.5,0.2,1,16,1
2,0.5,0.3,0.1,91,10
2,0.5,0.3,0.2,87,10
2,0.5,0.3,0.3,84,9
2,0.5,0.3,0.4,78,9
2,0.5,0.3,0.5,72,8
2,0.5,0.3,0.6,70,9
2,0.5,0.3,0.7,49,3
2,0.5,0.3,0.8,45,3
2,0.5,0.3,0.9,29,5
2,0.5,0.3,1,23,2
2,0.5,0.4,0.1,92,10
2,0.5,0.4,0.2,89,10
2,0.5,0.4,0.3,82,7
2,0.5,0.4,0.4,68,6
2,0.5,0.4,0.5,66,6
2,0.5,0.4,0.6,56,4
2,0.5,0.4,0.7,40,3
2,0.5,0.4,0.8,38,2
2,0.5,0.4,0.9,30,2
2,0.5,0.4,1,18,2
2,0.5,0.5,0.1,95,10
2,0.5,0.5,0.2,89,10
2,0.5,0.5,0.3,80,9
2,0.5,0.5,0.4,80,7
2,0.5,0.5,0.5,61,7
2,0.5,0.5,0.6,58,4
2,0.5,0.5,0.7,51,8
2,0.5,0.5,0.8,36,6
2,0.5,0.5,0.9,25,2
2,0.5,0.5,1,23,3
2,0.5,0.6,0.1,64,8
2,0.5,0.6,0.2,86,10
2,0.5,0.6,0.3,75,8
2,0.5,0.6,0.4,71,6
2,0.5,0.6,0.5,62,6
2,0.5,0.6,0.6,52,4
2,0.5,0.6,0.7,42,5
2,0.5,0.6,0.8,35,1
2,0.5,0.6,0.9,29,4
2,0.5,0.6,1,21,2
2,0.5,0.7,0.1,92,10
2,0.5,0.7,0.2,86,10
2,0.5,0.7,0.3,69,6
2,0.5,0.7,0.4,65,9
2,0.5,0.7,0.5,67,8
2,0.5,0.7,0.6,53,5
2,0.5,0.7,0.7,41,3
2,0.5,0.7,0.8,36,4
2,0.5,0.7,0.9,25,3
2,0.5,0.7,1,14,0
2,0.5,0.8,0.1,84,9
2,0.5,0.8,0.2,93,10
2,0.5,0.8,0.3,70,9
2,0.5,0.8,0.4,61,6
2,0.5,0.8,0.5,66,6
2,0.5,0.8,0.6,43,5
2,0.5,0.8,0.7,35,6
2,0.5,0.8,0.8,30,1
2,0.5,0.8,0.9,23,3
2,0.5,0.8,1,19,2
2,0.5,0.9,0.1,78,9
2,0.5,0.9,0.2,79,9
2,0.5,0.9,0.3,66,9
2,0.5,0.9,0.4,57,5
2,0.5,0.9,0.5,60,6
2,0.5,0.9,0.6,52,5
2,0.5,0.9,0.7,47,6
2,0.5,0.9,0.8,40,4
2,0.5,0.9,0.9,22,2
2,0.5,0.9,1,20,3
2,0.5,1,0.1,66,10
2,0.5,1,0.2,54,7
2,0.5,1,0.3,38,8
2,0.5,1,0.4,56,3
2,0.5,1,0.5,48,6
2,0.5,1,0.6,42,1
2,0.5,1,0.7,32,3
2,0.5,1,0.8,39,5
2,0.5,1,0.9,20,3
2,0.5,1,1,21,0
2,0.6,0.1,0.1,93,10
2,0.6,0.1,0.2,90,10
2,0.6,0.1,0.3,87,8
2,0.6,0.1,0.4,74,5
2,0.6,0.1,0.5,74,7
2,0.6,0.1,0.6,57,5
2,0.6,0.1,0.7,46,3
2,0.6,0.1,0.8,33,4
2,0.6,0.1,0.9,32,4
2,0.6,0.1,1,19,1
2,0.6,0.2,0.1,94,10
2,0.6,0.2,0.2,91,10
2,0.6,0.2,0.3,89,9
2,0.6,0.2,0.4,78,7
2,0.6,0.2,0.5,70,6
2,0.6,0.2,0.6,58,3
2,0.6,0.2,0.7,49,6
2,0.6,0.2,0.8,42,5
2,0.6,0.2,0.9,35,5
2,0.6,0.2,1,24,4
2,0.6,0.3,0.1,89,10
2,0.6,0.3,0.2,88,9
2,0.6,0.3,0.3,75,9
2,0.6,0.3,0.4,71,7
2,0.6,0.3,0.5,68,5
2,0.6,0.3,0.6,59,6
2,0.6,0.3,0.7,49,6
2,0.6,0.3,0.8,37,2
2,0.6,0.3,0.9,29,2
2,0.6,0.3,1,21,0
2,0.6,0.4,0.1,87,10
2,0.6,0.4,0.2,95,9
2,0.6,0.4,0.3,80,8
2,0.6,0.4,0.4,73,7
2,0.6,0.4,0.5,70,8
2,0.6,0.4,0.6,47,6
2,0.6,0.4,0.7,56,4
2,0.6,0.4,0.8,35,2
2,0.6,0.4,0.9,39,2
2,0.6,0.4,1,20,4
2,0.6,0.5,0.1,93,10
2,0.6,0.5,0.2,91,10
2,0.6,0.5,0.3,81,9
2,0.6,0.5,0.4,70,6
2,0.6,0.5,0.5,58,3
2,0.6,0.5,0.6,58,8
2,0.6,0.5,0.7,43,5
2,0.6,0.5,0.8,42,2
2,0.6,0.5,0.9,34,4
2,0.6,0.5,1,31,2
2,0.6,0.6,0.1,84,8
2,0.6,0.6,0.2,85,9
2,0.6,0.6,0.3,86,9
2,0.6,0.6,0.4,73,7
2,0.6,0.6,0.5,71,6
2,0.6,0.6,0.6,50,3
2,0.6,0.6,0.7,43,2
2,0.6,0.6,0.8,38,7
2,0.6,0.6,0.9,31,5
2,0.6,0.6,1,25,4
2,0.6,0.7,0.1,84,8
2,0.6,0.7,0.2,91,10
2,0.6,0.7,0.3,79,6
2,0.6,0.7,0.4,71,7
2,0.6,0.7,0.5,63,5
2,0.6,0.7,0.6,56,5
2,0.6,0.7,0.7,44,3
2,0.6,0.7,0.8,39,2
2,0.6,0.7,0.9,29,2
2,0.6,0.7,1,25,3
2,0.6,0.8,0.1,79,8
2,0.6,0.8,0.2,79,10
2,0.6,0.8,0.3,71,6
2,0.6,0.8,0.4,66,4
2,0.6,0.8,0.5,59,5
2,0.6,0.8,0.6,50,3
2,0.6,0.8,0.7,36,2
2,0.6,0.8,0.8,39,5
2,0.6,0.8,0.9,20,2
2,0.6,0.8,1,20,1
2,0.6,0.9,0.1,55,4
2,0.6,0.9,0.2,70,6
2,0.6,0.9,0.3,72,6
2,0.6,0.9,0.4,65,7
2,0.6,0.9,0.5,60,5
2,0.6,0.9,0.6,44,4
2,0.6,0.9,0.7,46,3
2,0.6,0.9,0.8,38,4
2,0.6,0.9,0.9,22,3
