seed,alpha,gamma,epsilon,n_successes,n_successes_last_10_trials
10,0.6,0.7,0.1,86,9
10,0.6,0.7,0.2,82,9
10,0.6,0.7,0.3,66,7
10,0.6,0.7,0.4,70,6
10,0.6,0.7,0.5,68,7
10,0.6,0.7,0.6,59,5
10,0.6,0.7,0.7,39,3
10,0.6,0.7,0.8,32,3
10,0.6,0.7,0.9,30,3
10,0.6,0.7,1.0,16,3
10,0.6,0.8,0.1,84,9
10,0.6,0.8,0.2,78,9
10,0.6,0.8,0.3,74,8
10,0.6,0.8,0.4,61,5
10,0.6,0.8,0.5,53,5
10,0.6,0.8,0.6,48,3
10,0.6,0.8,0.7,35,3
10,0.6,0.8,0.8,49,4
10,0.6,0.8,0.9,24,3
10,0.6,0.8,1.0,28,3
10,0.6,0.9,0.1,83,6
10,0.6,0.9,0.2,66,6
10,0.6,0.9,0.3,64,4
10,0.6,0.9,0.4,51,3
10,0.6,0.9,0.5,52,4
10,0.6,0.9,0.6,48,6
10,0.6,0.9,0.7,44,3
10,0.6,0.9,0.8,30,6
10,0.6,0.9,0.9,27,1
10,0.6,0.9,1.0,21,1
10,0.6,1.0,0.1,42,4
10,0.6,1.0,0.2,67,4
10,0.6,1.0,0.3,41,4
10,0.6,1.0,0.4,50,5
10,0.6,1.0,0.5,39,5
10,0.6,1.0,0.6,42,5
10,0.6,1.0,0.7,37,6
10,0.6,1.0,0.8,37,3
10,0.6,1.0,0.9,22,4
10,0.6,1.0,1.0,19,1
10,0.7,0.1,0.1,88,9
10,0.7,0.1,0.2,95,10
10,0.7,0.1,0.3,91,10
10,0.7,0.1,0.4,76,9
10,0.7,0.1,0.5,67,7
10,0.7,0.1,0.6,55,4
10,0.7,0.1,0.7,45,3
10,0.7,0.1,0.8,40,5
10,0.7,0.1,0.9,36,6
10,0.7,0.1,1.0,21,4
10,0.7,0.2,0.1,94,10
10,0.7,0.2,0.2,87,9
10,0.7,0.2,0.3,81,10
10,0.7,0.2,0.4,75,7
10,0.7,0.2,0.5,72,8
10,0.7,0.2,0.6,64,5
10,0.7,0.2,0.7,49,6
10,0.7,0.2,0.8,34,3
10,0.7,0.2,0.9,31,2
10,0.7,0.2,1.0,25,1
10,0.7,0.3,0.1,90,10
10,0.7,0.3,0.2,93,10
10,0.7,0.3,0.3,76,9
10,0.7,0.3,0.4,79,7
10,0.7,0.3,0.5,72,7
10,0.7,0.3,0.6,59,5
10,0.7,0.3,0.7,43,5
10,0.7,0.3,0.8,38,5
10,0.7,0.3,0.9,25,3
10,0.7,0.3,1.0,21,4
10,0.7,0.4,0.1,81,8
10,0.7,0.4,0.2,87,9
10,0.7,0.4,0.3,84,8
10,0.7,0.4,0.4,79,9
10,0.7,0.4,0.5,63,6
10,0.7,0.4,0.6,55,7
10,0.7,0.4,0.7,43,4
10,0.7,0.4,0.8,42,9
10,0.7,0.4,0.9,26,4
10,0.7,0.4,1.0,24,2
10,0.7,0.5,0.1,88,10
10,0.7,0.5,0.2,87,9
10,0.7,0.5,0.3,87,9
10,0.7,0.5,0.4,80,7
10,0.7,0.5,0.5,64,5
10,0.7,0.5,0.6,73,8
10,0.7,0.5,0.7,32,1
10,0.7,0.5,0.8,40,5
10,0.7,0.5,0.9,31,3
10,0.7,0.5,1.0,29,4
10,0.7,0.6,0.1,91,9
10,0.7,0.6,0.2,82,10
10,0.7,0.6,0.3,81,9
10,0.7,0.6,0.4,73,6
10,0.7,0.6,0.5,58,6
10,0.7,0.6,0.6,52,5
10,0.7,0.6,0.7,49,5
10,0.7,0.6,0.8,39,3
10,0.7,0.6,0.9,30,4
10,0.7,0.6,1.0,15,5
10,0.7,0.7,0.1,86,9
10,0.7,0.7,0.2,80,7
10,0.7,0.7,0.3,77,9
10,0.7,0.7,0.4,63,7
10,0.7,0.7,0.5,54,4
10,0.7,0.7,0.6,43,2
10,0.7,0.7,0.7,45,4
10,0.7,0.7,0.8,32,2
10,0.7,0.7,0.9,33,3
10,0.7,0.7,1.0,23,3
10,0.7,0.8,0.1,83,9
10,0.7,0.8,0.2,76,7
10,0.7,0.8,0.3,69,7
10,0.7,0.8,0.4,68,7
10,0.7,0.8,0.5,46,8
10,0.7,0.8,0.6,48,7
10,0.7,0.8,0.7,40,3
10,0.7,0.8,0.8,32,3
10,0.7,0.8,0.9,24,3
10,0.7,0.8,1.0,23,1
10,0.7,0.9,0.1,65,7
10,0.7,0.9,0.2,76,6
10,0.7,0.9,0.3,56,6
10,0.7,0.9,0.4,56,3
10,0.7,0.9,0.5,48,5
10,0.7,0.9,0.6,43,8
10,0.7,0.9,0.7,37,5
10,0.7,0.9,0.8,32,1
10,0.7,0.9,0.9,15,2
10,0.7,0.9,1.0,23,1
10,0.7,1.0,0.1,37,2
10,0.7,1.0,0.2,52,8
10,0.7,1.0,0.3,46,6
10,0.7,1.0,0.4,47,5
10,0.7,1.0,0.5,34,7
10,0.7,1.0,0.6,41,6
10,0.7,1.0,0.7,33,4
10,0.7,1.0,0.8,24,2
10,0.7,1.0,0.9,25,2
10,0.7,1.0,1.0,17,1
10,0.8,0.1,0.1,90,10
10,0.8,0.1,0.2,87,10
10,0.8,0.1,0.3,86,9
10,0.8,0.1,0.4,74,7
10,0.8,0.1,0.5,77,9
10,0.8,0.1,0.6,65,4
10,0.8,0.1,0.7,47,6
10,0.8,0.1,0.8,35,4
10,0.8,0.1,0.9,23,4
10,0.8,0.1,1.0,20,2
10,0.8,0.2,0.1,90,10
10,0.8,0.2,0.2,92,9
10,0.8,0.2,0.3,83,8
10,0.8,0.2,0.4,81,8
10,0.8,0.2,0.5,67,7
10,0.8,0.2,0.6,67,6
10,0.8,0.2,0.7,46,5
10,0.8,0.2,0.8,43,2
10,0.8,0.2,0.9,30,3
10,0.8,0.2,1.0,19,1
10,0.8,0.3,0.1,91,10
10,0.8,0.3,0.2,93,9
10,0.8,0.3,0.3,89,8
10,0.8,0.3,0.4,73,6
10,0.8,0.3,0.5,57,7
10,0.8,0.3,0.6,55,6
10,0.8,0.3,0.7,52,3
10,0.8,0.3,0.8,38,3
10,0.8,0.3,0.9,21,1
10,0.8,0.3,1.0,15,1
10,0.8,0.4,0.1,84,9
10,0.8,0.4,0.2,92,10
10,0.8,0.4,0.3,82,8
10,0.8,0.4,0.4,71,9
10,0.8,0.4,0.5,59,7
10,0.8,0.4,0.6,59,6
10,0.8,0.4,0.7,35,5
10,0.8,0.4,0.8,36,8
10,0.8,0.4,0.9,26,3
10,0.8,0.4,1.0,15,3
10,0.8,0.5,0.1,87,10
10,0.8,0.5,0.2,76,10
10,0.8,0.5,0.3,79,8
10,0.8,0.5,0.4,67,8
10,0.8,0.5,0.5,73,7
10,0.8,0.5,0.6,55,6
10,0.8,0.5,0.7,45,3
10,0.8,0.5,0.8,33,3
10,0.8,0.5,0.9,22,2
10,0.8,0.5,1.0,21,3
10,0.8,0.6,0.1,87,9
10,0.8,0.6,0.2,91,9
10,0.8,0.6,0.3,79,6
10,0.8,0.6,0.4,70,7
10,0.8,0.6,0.5,62,6
10,0.8,0.6,0.6,49,8
10,0.8,0.6,0.7,46,2
10,0.8,0.6,0.8,44,2
10,0.8,0.6,0.9,33,5
10,0.8,0.6,1.0,16,1
10,0.8,0.7,0.1,81,10
10,0.8,0.7,0.2,69,6
10,0.8,0.7,0.3,65,8
10,0.8,0.7,0.4,62,5
10,0.8,0.7,0.5,57,6
10,0.8,0.7,0.6,46,6
10,0.8,0.7,0.7,42,2
10,0.8,0.7,0.8,28,4
10,0.8,0.7,0.9,24,2
10,0.8,0.7,1.0,15,0
10,0.8,0.8,0.1,79,8
10,0.8,0.8,0.2,74,7
10,0.8,0.8,0.3,71,9
10,0.8,0.8,0.4,57,7
10,0.8,0.8,0.5,61,6
10,0.8,0.8,0.6,56,6
10,0.8,0.8,0.7,39,7
10,0.8,0.8,0.8,28,3
10,0.8,0.8,0.9,24,5
10,0.8,0.8,1.0,22,4
10,0.8,0.9,0.1,67,8
10,0.8,0.9,0.2,57,5
10,0.8,0.9,0.3,70,8
10,0.8,0.9,0.4,53,3
10,0.8,0.9,0.5,48,9
10,0.8,0.9,0.6,50,5
10,0.8,0.9,0.7,35,2
10,0.8,0.9,0.8,26,1
10,0.8,0.9,0.9,21,2
10,0.8,0.9,1.0,20,3
10,0.8,1.0,0.1,41,1
10,0.8,1.0,0.2,47,2
10,0.8,1.0,0.3,41,5
10,0.8,1.0,0.4,42,3
10,0.8,1.0,0.5,30,0
10,0.8,1.0,0.6,36,3
10,0.8,1.0,0.7,41,4
10,0.8,1.0,0.8,18,2
10,0.8,1.0,0.9,29,4
10,0.8,1.0,1.0,13,0
10,0.9,0.1,0.1,92,9
10,0.9,0.1,0.2,88,9
10,0.9,0.1,0.3,83,9
10,0.9,0.1,0.4,82,8
10,0.9,0.1,0.5,72,7
10,0.9,0.1,0.6,54,5
10,0.9,0.1,0.7,49,6
10,0.9,0.1,0.8,46,4
10,0.9,0.1,0.9,30,1
10,0.9,0.1,1.0,23,2
10,0.9,0.2,0.1,86,9
10,0.9,0.2,0.2,88,10
10,0.9,0.2,0.3,83,8
10,0.9,0.2,0.4,81,8
10,0.9,0.2,0.5,69,7
10,0.9,0.2,0.6,45,5
10,0.9,0.2,0.7,32,5
10,0.9,0.2,0.8,32,3
10,0.9,0.2,0.9,27,5
10,0.9,0.2,1.0,18,2
10,0.9,0.3,0.1,92,10
10,0.9,0.3,0.2,88,8
10,0.9,0.3,0.3,82,8
10,0.9,0.3,0.4,76,8
10,0.9,0.3,0.5,69,8
10,0.9,0.3,0.6,52,5
10,0.9,0.3,0.7,49,5
10,0.9,0.3,0.8,30,5
10,0.9,0.3,0.9,30,4
10,0.9,0.3,1.0,24,3
10,0.9,0.4,0.1,87,10
10,0.9,0.4,0.2,85,8
10,0.9,0.4,0.3,87,10
10,0.9,0.4,0.4,81,8
10,0.9,0.4,0.5,67,7
10,0.9,0.4,0.6,55,5
10,0.9,0.4,0.7,45,4
10,0.9,0.4,0.8,41,2
10,0.9,0.4,0.9,29,3
10,0.9,0.4,1.0,15,2
10,0.9,0.5,0.1,83,8
10,0.9,0.5,0.2,86,10
10,0.9,0.5,0.3,83,10
10,0.9,0.5,0.4,72,8
10,0.9,0.5,0.5,61,3
10,0.9,0.5,0.6,56,5
10,0.9,0.5,0.7,42,9
10,0.9,0.5,0.8,39,3
10,0.9,0.5,0.9,30,4
10,0.9,0.5,1.0,21,3
10,0.9,0.6,0.1,90,10
10,0.9,0.6,0.2,81,10
10,0.9,0.6,0.3,77,8
10,0.9,0.6,0.4,72,7
10,0.9,0.6,0.5,64,5
10,0.9,0.6,0.6,46,2
10,0.9,0.6,0.7,46,6
10,0.9,0.6,0.8,29,4
10,0.9,0.6,0.9,30,3
10,0.9,0.6,1.0,13,0
10,0.9,0.7,0.1,82,8
10,0.9,0.7,0.2,81,6
10,0.9,0.7,0.3,69,8
10,0.9,0.7,0.4,63,5
10,0.9,0.7,0.5,63,7
10,0.9,0.7,0.6,40,4
10,0.9,0.7,0.7,44,4
10,0.9,0.7,0.8,28,1
10,0.9,0.7,0.9,23,1
10,0.9,0.7,1.0,24,2
10,0.9,0.8,0.1,74,10
10,0.9,0.8,0.2,75,7
10,0.9,0.8,0.3,60,5
10,0.9,0.8,0.4,60,5
10,0.9,0.8,0.5,50,2
10,0.9,0.8,0.6,37,1
10,0.9,0.8,0.7,34,3
10,0.9,0.8,0.8,32,2
10,0.9,0.8,0.9,31,2
10,0.9,0.8,1.0,15,1
10,0.9,0.9,0.1,66,7
10,0.9,0.9,0.2,42,4
10,0.9,0.9,0.3,45,2
10,0.9,0.9,0.4,50,6
10,0.9,0.9,0.5,41,4
10,0.9,0.9,0.6,42,2
10,0.9,0.9,0.7,30,3
10,0.9,0.9,0.8,26,5
10,0.9,0.9,0.9,21,2
10,0.9,0.9,1.0,24,4
10,0.9,1.0,0.1,47,5
10,0.9,1.0,0.2,37,5
10,0.9,1.0,0.3,28,2
10,0.9,1.0,0.4,34,1
10,0.9,1.0,0.5,34,4
10,0.9,1.0,0.6,28,3
10,0.9,1.0,0.7,20,1
10,0.9,1.0,0.8,26,4
10,0.9,1.0,0.9,22,3
10,0.9,1.0,1.0,18,4
10,1.0,0.1,0.1,86,10
10,1.0,0.1,0.2,94,10
10,1.0,0.1,0.3,78,10
10,1.0,0.1,0.4,79,8
10,1.0,0.1,0.5,57,7
10,1.0,0.1,0.6,58,2
10,1.0,0.1,0.7,43,3
10,1.0,0.1,0.8,37,3
10,1.0,0.1,0.9,28,1
10,1.0,0.1,1.0,19,3
10,1.0,0.2,0.1,89,9
10,1.0,0.2,0.2,90,10
10,1.0,0.2,0.3,82,9
10,1.0,0.2,0.4,82,9
10,1.0,0.2,0.5,72,7
10,1.0,0.2,0.6,62,6
10,1.0,0.2,0.7,47,7
10,1.0,0.2,0.8,43,4
10,1.0,0.2,0.9,21,4
10,1.0,0.2,1.0,24,2
10,1.0,0.3,0.1,92,9
10,1.0,0.3,0.2,88,8
10,1.0,0.3,0.3,83,8
10,1.0,0.3,0.4,78,8
10,1.0,0.3,0.5,64,7
10,1.0,0.3,0.6,54,5
10,1.0,0.3,0.7,44,5
10,1.0,0.3,0.8,38,2
10,1.0,0.3,0.9,35,3
10,1.0,0.3,1.0,26,1
10,1.0,0.4,0.1,87,9
10,1.0,0.4,0.2,86,9
10,1.0,0.4,0.3,78,8
10,1.0,0.4,0.4,74,9
10,1.0,0.4,0.5,60,8
10,1.0,0.4,0.6,53,4
10,1.0,0.4,0.7,41,3
10,1.0,0.4,0.8,31,5
10,1.0,0.4,0.9,29,1
10,1.0,0.4,1.0,23,3
10,1.0,0.5,0.1,94,10
10,1.0,0.5,0.2,84,10
10,1.0,0.5,0.3,82,8
10,1.0,0.5,0.4,66,6
10,1.0,0.5,0.5,64,5
10,1.0,0.5,0.6,43,6
10,1.0,0.5,0.7,57,4
10,1.0,0.5,0.8,32,3
10,1.0,0.5,0.9,29,3
10,1.0,0.5,1.0,13,1
10,1.0,0.6,0.1,82,9
10,1.0,0.6,0.2,76,8
10,1.0,0.6,0.3,81,9
10,1.0,0.6,0.4,63,7
10,1.0,0.6,0.5,59,5
10,1.0,0.6,0.6,51,5
10,1.0,0.6,0.7,41,7
10,1.0,0.6,0.8,33,4
10,1.0,0.6,0.9,29,2
10,1.0,0.6,1.0,20,1
10,1.0,0.7,0.1,80,7
10,1.0,0.7,0.2,70,8
10,1.0,0.7,0.3,65,6
10,1.0,0.7,0.4,46,4
10,1.0,0.7,0.5,52,7
10,1.0,0.7,0.6,43,4
10,1.0,0.7,0.7,44,4
10,1.0,0.7,0.8,35,3
10,1.0,0.7,0.9,22,2
10,1.0,0.7,1.0,15,1
10,1.0,0.8,0.1,75,7
10,1.0,0.8,0.2,53,5
10,1.0,0.8,0.3,49,8
10,1.0,0.8,0.4,42,7
10,1.0,0.8,0.5,47,6
10,1.0,0.8,0.6,32,3
10,1.0,0.8,0.7,29,2
10,1.0,0.8,0.8,35,5
10,1.0,0.8,0.9,21,2
10,1.0,0.8,1.0,29,1
10,1.0,0.9,0.1,60,6
10,1.0,0.9,0.2,47,5
10,1.0,0.9,0.3,47,4
10,1.0,0.9,0.4,42,6
10,1.0,0.9,0.5,41,4
10,1.0,0.9,0.6,40,5
10,1.0,0.9,0.7,32,4
10,1.0,0.9,0.8,26,3
10,1.0,0.9,0.9,26,4
10,1.0,0.9,1.0,20,1
10,1.0,1.0,0.1,47,4
10,1.0,1.0,0.2,22,3
10,1.0,1.0,0.3,40,3
10,1.0,1.0,0.4,36,2
10,1.0,1.0,0.5,23,0
10,1.0,1.0,0.6,21,1
10,1.0,1.0,0.7,26,3
10,1.0,1.0,0.8,26,1
10,1.0,1.0,0.9,28,4
10,1.0,1.0,1.0,21,2
11,0.1,0.1,0.1,90,10
11,0.1,0.1,0.2,90,9
11,0.1,0.1,0.3,84,9
11,0.1,0.1,0.4,77,10
11,0.1,0.1,0.5,74,6
11,0.1,0.1,0.6,57,5
11,0.1,0.1,0.7,45,5
11,0.1,0.1,0.8,41,4
11,0.1,0.1,0.9,27,3
11,0.1,0.1,1.0,28,3
11,0.1,0.2,0.1,94,10
11,0.1,0.2,0.2,91,9
11,0.1,0.2,0.3,90,10
11,0.1,0.2,0.4,81,8
11,0.1,0.2,0.5,66,8
11,0.1,0.2,0.6,55,6
11,0.1,0.2,0.7,42,4
11,0.1,0.2,0.8,37,5
11,0.1,0.2,0.9,25,4
11,0.1,0.2,1.0,27,2
11,0.1,0.3,0.1,91,10
11,0.1,0.3,0.2,87,10
11,0.1,0.3,0.3,87,10
11,0.1,0.3,0.4,76,9
11,0.1,0.3,0.5,65,7
11,0.1,0.3,0.6,59,5
11,0.1,0.3,0.7,58,8
11,0.1,0.3,0.8,41,5
11,0.1,0.3,0.9,29,4
11,0.1,0.3,1.0,22,1
11,0.1,0.4,0.1,86,10
11,0.1,0.4,0.2,88,8
11,0.1,0.4,0.3,88,10
11,0.1,0.4,0.4,78,10
11,0.1,0.4,0.5,59,7
11,0.1,0.4,0.6,64,7
11,0.1,0.4,0.7,58,6
11,0.1,0.4,0.8,36,6
11,0.1,0.4,0.9,28,5
11,0.1,0.4,1.0,20,3
11,0.1,0.5,0.1,74,10
11,0.1,0.5,0.2,87,9
11,0.1,0.5,0.3,81,7
11,0.1,0.5,0.4,75,9
11,0.1,0.5,0.5,72,6
11,0.1,0.5,0.6,53,6
11,0.1,0.5,0.7,50,5
11,0.1,0.5,0.8,39,3
11,0.1,0.5,0.9,28,3
11,0.1,0.5,1.0,18,2
11,0.1,0.6,0.1,94,10
11,0.1,0.6,0.2,90,9
11,0.1,0.6,0.3,84,8
11,0.1,0.6,0.4,79,8
11,0.1,0.6,0.5,59,6
11,0.1,0.6,0.6,55,6
11,0.1,0.6,0.7,37,4
11,0.1,0.6,0.8,37,2
11,0.1,0.6,0.9,26,5
11,0.1,0.6,1.0,17,1
11,0.1,0.7,0.1,92,9
11,0.1,0.7,0.2,93,10
11,0.1,0.7,0.3,84,10
11,0.1,0.7,0.4,63,8
11,0.1,0.7,0.5,62,7
11,0.1,0.7,0.6,54,3
11,0.1,0.7,0.7,47,2
11,0.1,0.7,0.8,35,4
11,0.1,0.7,0.9,27,4
11,0.1,0.7,1.0,20,2
11,0.1,0.8,0.1,85,10
11,0.1,0.8,0.2,90,8
11,0.1,0.8,0.3,87,9
11,0.1,0.8,0.4,78,9
11,0.1,0.8,0.5,72,8
11,0.1,0.8,0.6,56,4
11,0.1,0.8,0.7,41,5
11,0.1,0.8,0.8,29,1
11,0.1,0.8,0.9,18,3
11,0.1,0.8,1.0,24,2
11,0.1,0.9,0.1,89,8
11,0.1,0.9,0.2,88,9
11,0.1,0.9,0.3,91,10
11,0.1,0.9,0.4,71,7
11,0.1,0.9,0.5,55,5
11,0.1,0.9,0.6,42,4
11,0.1,0.9,0.7,41,5
11,0.1,0.9,0.8,43,4
11,0.1,0.9,0.9,21,1
11,0.1,0.9,1.0,20,1
11,0.1,1.0,0.1,88,9
11,0.1,1.0,0.2,94,10
11,0.1,1.0,0.3,81,9
11,0.1,1.0,0.4,72,7
11,0.1,1.0,0.5,55,5
11,0.1,1.0,0.6,52,5
11,0.1,1.0,0.7,43,4
11,0.1,1.0,0.8,32,5
11,0.1,1.0,0.9,31,3
11,0.1,1.0,1.0,27,1
11,0.2,0.1,0.1,90,9
11,0.2,0.1,0.2,93,8
11,0.2,0.1,0.3,83,8
11,0.2,0.1,0.4,79,9
11,0.2,0.1,0.5,62,5
11,0.2,0.1,0.6,63,6
11,0.2,0.1,0.7,50,6
11,0.2,0.1,0.8,36,2
11,0.2,0.1,0.9,28,2
11,0.2,0.1,1.0,16,2
11,0.2,0.2,0.1,91,10
11,0.2,0.2,0.2,91,9
11,0.2,0.2,0.3,82,8
11,0.2,0.2,0.4,76,7
11,0.2,0.2,0.5,77,9
11,0.2,0.2,0.6,64,7
11,0.2,0.2,0.7,44,4
11,0.2,0.2,0.8,45,3
11,0.2,0.2,0.9,32,4
11,0.2,0.2,1.0,25,2
11,0.2,0.3,0.1,92,10
11,0.2,0.3,0.2,90,10
11,0.2,0.3,0.3,82,6
11,0.2,0.3,0.4,79,8
11,0.2,0.3,0.5,63,8
11,0.2,0.3,0.6,59,6
11,0.2,0.3,0.7,46,3
11,0.2,0.3,0.8,38,4
11,0.2,0.3,0.9,27,1
11,0.2,0.3,1.0,27,2
11,0.2,0.4,0.1,87,10
11,0.2,0.4,0.2,85,9
11,0.2,0.4,0.3,84,9
11,0.2,0.4,0.4,72,8
11,0.2,0.4,0.5,68,6
11,0.2,0.4,0.6,63,7
11,0.2,0.4,0.7,48,5
11,0.2,0.4,0.8,43,3
11,0.2,0.4,0.9,32,1
11,0.2,0.4,1.0,22,2
11,0.2,0.5,0.1,86,9
11,0.2,0.5,0.2,88,9
11,0.2,0.5,0.3,78,8
11,0.2,0.5,0.4,72,7
11,0.2,0.5,0.5,63,6
11,0.2,0.5,0.6,63,4
11,0.2,0.5,0.7,44,5
11,0.2,0.5,0.8,41,5
11,0.2,0.5,0.9,31,3
11,0.2,0.5,1.0,15,3
11,0.2,0.6,0.1,87,8
11,0.2,0.6,0.2,85,10
11,0.2,0.6,0.3,80,8
11,0.2,0.6,0.4,60,6
11,0.2,0.6,0.5,67,8
11,0.2,0.6,0.6,62,3
11,0.2,0.6,0.7,47,6
11,0.2,0.6,0.8,44,4
11,0.2,0.6,0.9,42,4
11,0.2,0.6,1.0,26,3
11,0.2,0.7,0.1,90,9
11,0.2,0.7,0.2,91,10
11,0.2,0.7,0.3,77,6
11,0.2,0.7,0.4,73,7
11,0.2,0.7,0.5,69,7
11,0.2,0.7,0.6,67,6
11,0.2,0.7,0.7,45,4
11,0.2,0.7,0.8,34,3
11,0.2,0.7,0.9,24,3
11,0.2,0.7,1.0,23,1
11,0.2,0.8,0.1,62,6
11,0.2,0.8,0.2,87,8
11,0.2,0.8,0.3,69,6
11,0.2,0.8,0.4,82,10
11,0.2,0.8,0.5,58,5
11,0.2,0.8,0.6,50,5
11,0.2,0.8,0.7,50,4
11,0.2,0.8,0.8,39,3
11,0.2,0.8,0.9,31,3
11,0.2,0.8,1.0,17,0
11,0.2,0.9,0.1,95,9
11,0.2,0.9,0.2,86,9
11,0.2,0.9,0.3,78,9
11,0.2,0.9,0.4,75,9
11,0.2,0.9,0.5,61,5
11,0.2,0.9,0.6,56,6
11,0.2,0.9,0.7,38,4
11,0.2,0.9,0.8,27,5
11,0.2,0.9,0.9,31,2
11,0.2,0.9,1.0,24,1
11,0.2,1.0,0.1,89,9
11,0.2,1.0,0.2,74,6
11,0.2,1.0,0.3,74,5
11,0.2,1.0,0.4,39,7
11,0.2,1.0,0.5,59,7
11,0.2,1.0,0.6,50,2
11,0.2,1.0,0.7,39,4
11,0.2,1.0,0.8,37,6
11,0.2,1.0,0.9,20,2
11,0.2,1.0,1.0,14,2
11,0.3,0.1,0.1,91,9
11,0.3,0.1,0.2,90,9
11,0.3,0.1,0.3,86,9
11,0.3,0.1,0.4,85,10
11,0.3,0.1,0.5,73,8
11,0.3,0.1,0.6,65,8
11,0.3,0.1,0.7,46,5
11,0.3,0.1,0.8,42,4
11,0.3,0.1,0.9,30,2
11,0.3,0.1,1.0,19,1
11,0.3,0.2,0.1,93,10
11,0.3,0.2,0.2,83,8
11,0.3,0.2,0.3,86,10
11,0.3,0.2,0.4,73,7
11,0.3,0.2,0.5,70,8
11,0.3,0.2,0.6,59,6
11,0.3,0.2,0.7,51,7
11,0.3,0.2,0.8,36,3
11,0.3,0.2,0.9,22,1
11,0.3,0.2,1.0,24,3
11,0.3,0.3,0.1,89,10
11,0.3,0.3,0.2,89,9
11,0.3,0.3,0.3,81,8
11,0.3,0.3,0.4,78,7
11,0.3,0.3,0.5,66,6
11,0.3,0.3,0.6,61,7
11,0.3,0.3,0.7,42,6
11,0.3,0.3,0.8,37,3
11,0.3,0.3,0.9,28,5
11,0.3,0.3,1.0,17,2
11,0.3,0.4,0.1,91,9
11,0.3,0.4,0.2,92,10
11,0.3,0.4,0.3,81,8
11,0.3,0.4,0.4,83,7
11,0.3,0.4,0.5,70,8
11,0.3,0.4,0.6,52,4
11,0.3,0.4,0.7,48,7
11,0.3,0.4,0.8,32,3
11,0.3,0.4,0.9,27,2
11,0.3,0.4,1.0,18,4
11,0.3,0.5,0.1,93,10
11,0.3,0.5,0.2,92,9
11,0.3,0.5,0.3,82,8
11,0.3,0.5,0.4,77,6
11,0.3,0.5,0.5,63,9
11,0.3,0.5,0.6,55,6
11,0.3,0.5,0.7,46,5
11,0.3,0.5,0.8,38,2
11,0.3,0.5,0.9,25,5
11,0.3,0.5,1.0,23,2
11,0.3,0.6,0.1,57,5
11,0.3,0.6,0.2,81,6
11,0.3,0.6,0.3,74,10
11,0.3,0.6,0.4,68,6
11,0.3,0.6,0.5,67,8
11,0.3,0.6,0.6,53,6
11,0.3,0.6,0.7,47,5
11,0.3,0.6,0.8,30,5
11,0.3,0.6,0.9,32,3
11,0.3,0.6,1.0,22,3
11,0.3,0.7,0.1,85,9
11,0.3,0.7,0.2,83,9
11,0.3,0.7,0.3,70,8
11,0.3,0.7,0.4,75,8
11,0.3,0.7,0.5,64,4
11,0.3,0.7,0.6,55,6
11,0.3,0.7,0.7,47,4
11,0.3,0.7,0.8,23,2
11,0.3,0.7,0.9,27,3
11,0.3,0.7,1.0,17,3
11,0.3,0.8,0.1,58,6
11,0.3,0.8,0.2,86,10
11,0.3,0.8,0.3,81,8
11,0.3,0.8,0.4,60,5
11,0.3,0.8,0.5,55,4
11,0.3,0.8,0.6,45,2
11,0.3,0.8,0.7,38,6
11,0.3,0.8,0.8,34,6
11,0.3,0.8,0.9,30,3
11,0.3,0.8,1.0,23,3
11,0.3,0.9,0.1,83,9
11,0.3,0.9,0.2,91,9
11,0.3,0.9,0.3,72,9
11,0.3,0.9,0.4,65,8
11,0.3,0.9,0.5,63,6
11,0.3,0.9,0.6,49,4
11,0.3,0.9,0.7,40,2
11,0.3,0.9,0.8,35,3
11,0.3,0.9,0.9,25,0
11,0.3,0.9,1.0,16,3
11,0.3,1.0,0.1,65,6
11,0.3,1.0,0.2,70,10
11,0.3,1.0,0.3,70,8
11,0.3,1.0,0.4,72,7
11,0.3,1.0,0.5,49,6
11,0.3,1.0,0.6,35,6
11,0.3,1.0,0.7,52,5
11,0.3,1.0,0.8,38,6
11,0.3,1.0,0.9,25,5
11,0.3,1.0,1.0,15,1
11,0.4,0.1,0.1,94,10
11,0.4,0.1,0.2,97,9
11,0.4,0.1,0.3,85,7
11,0.4,0.1,0.4,75,8
11,0.4,0.1,0.5,64,4
11,0.4,0.1,0.6,60,8
11,0.4,0.1,0.7,44,7
11,0.4,0.1,0.8,28,1
11,0.4,0.1,0.9,28,2
11,0.4,0.1,1.0,17,1
11,0.4,0.2,0.1,93,10
11,0.4,0.2,0.2,88,7
11,0.4,0.2,0.3,84,9
11,0.4,0.2,0.4,75,7
11,0.4,0.2,0.5,69,7
11,0.4,0.2,0.6,63,5
11,0.4,0.2,0.7,46,5
11,0.4,0.2,0.8,38,5
11,0.4,0.2,0.9,26,3
11,0.4,0.2,1.0,22,2
11,0.4,0.3,0.1,88,10
11,0.4,0.3,0.2,87,8
11,0.4,0.3,0.3,82,10
11,0.4,0.3,0.4,81,10
11,0.4,0.3,0.5,66,6
11,0.4,0.3,0.6,58,7
11,0.4,0.3,0.7,53,4
11,0.4,0.3,0.8,35,2
11,0.4,0.3,0.9,30,2
11,0.4,0.3,1.0,21,2
11,0.4,0.4,0.1,87,9
11,0.4,0.4,0.2,89,9
11,0.4,0.4,0.3,83,7
11,0.4,0.4,0.4,74,8
11,0.4,0.4,0.5,71,7
